claim_id,claim_date,claim_year,claim_month,insurer,state,vehicle_type,vehicle_age_years,policy_age_months,incident_type,garage_type,claim_amount_inr,claims_last_12m,days_to_report,surveyor_flag,india_cpi,india_gdp_growth,fraud_flag,anomaly_score,anomaly_flag,risk_level,ai_insight,ai_analysis_requested
CLM-012457,22-05-2025,2025,5,ICICI Lombard,Tamil Nadu,Private Car,1,9,Collision,Cash Settlement,124135.63,0,3,1,4.2,6.2,1,-0.0103,1,Medium Risk,AI analysis not requested.,False
CLM-012458,22-05-2025,2025,5,Tata AIG,Telangana,Commercial Vehicle,14,48,Collision,Cash Settlement,48538.74,0,2,0,4.2,6.2,0,-0.0001,1,Medium Risk,AI analysis not requested.,False
CLM-012459,22-05-2025,2025,5,Reliance General,Andhra Pradesh,Two-Wheeler,1,56,Collision,Network Garage,176301.52,0,1,1,4.2,6.2,0,0.0217,0,Medium Risk,AI analysis not requested.,False
CLM-012460,22-05-2025,2025,5,National Insurance,West Bengal,Commercial Vehicle,8,15,Theft,Non-Network Garage,41136.93,0,10,0,4.2,6.2,0,0.0281,0,Medium Risk,AI analysis not requested.,False
CLM-012461,22-05-2025,2025,5,United India Insurance,Assam,Two-Wheeler,0,32,Vandalism,Network Garage,65460.15,0,3,0,4.2,6.2,0,0.0381,0,Medium Risk,AI analysis not requested.,False
CLM-012462,22-05-2025,2025,5,ICICI Lombard,Gujarat,Commercial Vehicle,3,3,Collision,Network Garage,190519.31,0,7,1,4.2,6.2,1,0.0458,0,Medium Risk,AI analysis not requested.,False
CLM-012463,23-05-2025,2025,5,Reliance General,Maharashtra,Two-Wheeler,8,10,Theft,Cash Settlement,62170.67,2,2,0,4.2,6.2,0,0.0352,0,Medium Risk,AI analysis not requested.,False
CLM-012464,23-05-2025,2025,5,ICICI Lombard,West Bengal,Private Car,2,3,Natural Disaster,Cash Settlement,357512.93,0,5,1,4.2,6.2,0,-0.0108,1,Medium Risk,AI analysis not requested.,False
CLM-012465,23-05-2025,2025,5,Tata AIG,West Bengal,Private Car,3,34,Collision,Non-Network Garage,78880.8,0,1,1,4.2,6.2,0,-0.0091,1,Medium Risk,AI analysis not requested.,False
CLM-012466,23-05-2025,2025,5,United India Insurance,Tamil Nadu,Private Car,2,3,Theft,Network Garage,53594.17,0,12,0,4.2,6.2,0,0.0357,0,Medium Risk,AI analysis not requested.,False
CLM-012467,23-05-2025,2025,5,Bajaj Allianz,Karnataka,Commercial Vehicle,10,28,Theft,Network Garage,52561.16,0,10,0,4.2,6.2,0,0.032,0,Medium Risk,AI analysis not requested.,False
CLM-012468,23-05-2025,2025,5,Tata AIG,Assam,Private Car,0,32,Vandalism,Cash Settlement,632946.93,0,12,1,4.2,6.2,1,0.0269,0,Medium Risk,AI analysis not requested.,False
CLM-012469,23-05-2025,2025,5,United India Insurance,Telangana,Private Car,1,58,Collision,Non-Network Garage,215733.75,0,4,1,4.2,6.2,0,-0.0162,1,Medium Risk,AI analysis not requested.,False
CLM-012470,24-05-2025,2025,5,ICICI Lombard,Uttar Pradesh,Private Car,0,24,Collision,Network Garage,84548.03,2,10,1,4.2,6.2,0,0.0452,0,Medium Risk,AI analysis not requested.,False
CLM-012471,24-05-2025,2025,5,Bajaj Allianz,West Bengal,Private Car,0,58,Collision,Cash Settlement,77914.45,0,18,1,4.2,6.2,0,0.0086,0,Medium Risk,AI analysis not requested.,False
CLM-012472,25-05-2025,2025,5,Tata AIG,Bihar,Commercial Vehicle,9,19,Collision,Non-Network Garage,66302.86,0,1,0,4.2,6.2,0,0.0192,0,Medium Risk,AI analysis not requested.,False
CLM-012473,25-05-2025,2025,5,New India Assurance,Karnataka,Two-Wheeler,1,20,Collision,Non-Network Garage,46746.07,0,0,0,4.2,6.2,0,0.0003,0,Medium Risk,AI analysis not requested.,False
CLM-012474,25-05-2025,2025,5,Oriental Insurance,Karnataka,Private Car,5,26,Theft,Network Garage,61005.2,0,0,0,4.2,6.2,0,0.035,0,Medium Risk,AI analysis not requested.,False
CLM-012475,25-05-2025,2025,5,Tata AIG,Assam,Private Car,1,3,Theft,Cash Settlement,183849.55,0,10,1,4.2,6.2,0,0.0238,0,Medium Risk,AI analysis not requested.,False
CLM-012476,26-05-2025,2025,5,HDFC ERGO,Maharashtra,Two-Wheeler,0,8,Theft,Network Garage,21964.63,0,1,0,4.2,6.2,0,0.0417,0,Medium Risk,AI analysis not requested.,False
CLM-012477,26-05-2025,2025,5,New India Assurance,West Bengal,Private Car,2,22,Collision,Network Garage,83427.07,0,6,1,4.2,6.2,0,0.0423,0,Medium Risk,AI analysis not requested.,False
CLM-012478,26-05-2025,2025,5,ICICI Lombard,Telangana,Two-Wheeler,0,13,Fire,Network Garage,33934.5,0,1,0,4.2,6.2,0,-0.0002,1,Medium Risk,AI analysis not requested.,False
CLM-012479,26-05-2025,2025,5,SBI General,Delhi,Commercial Vehicle,0,55,Collision,Network Garage,328852.23,0,12,1,4.2,6.2,0,0.0329,0,Medium Risk,AI analysis not requested.,False
CLM-012480,27-05-2025,2025,5,HDFC ERGO,Haryana,Private Car,0,49,Collision,Network Garage,25848.94,0,1,0,4.2,6.2,0,0.0261,0,Medium Risk,AI analysis not requested.,False
CLM-012481,27-05-2025,2025,5,SBI General,Telangana,Two-Wheeler,0,30,Collision,Network Garage,60144.39,0,3,0,4.2,6.2,0,0.038,0,Medium Risk,AI analysis not requested.,False
CLM-012482,27-05-2025,2025,5,Bajaj Allianz,Rajasthan,Two-Wheeler,2,7,Theft,Network Garage,126903.71,0,0,1,4.2,6.2,0,0.0398,0,Medium Risk,AI analysis not requested.,False
CLM-012483,27-05-2025,2025,5,Tata AIG,Tamil Nadu,Two-Wheeler,6,49,Collision,Network Garage,139305.24,0,10,1,4.2,6.2,0,0.0002,0,Medium Risk,AI analysis not requested.,False
CLM-012484,27-05-2025,2025,5,Reliance General,Tamil Nadu,Private Car,1,4,Fire,Network Garage,198735.05,0,1,1,4.2,6.2,1,-0.0211,1,Medium Risk,AI analysis not requested.,False
CLM-012485,28-05-2025,2025,5,New India Assurance,West Bengal,Two-Wheeler,2,53,Theft,Non-Network Garage,78250.05,1,1,1,4.2,6.2,0,0.0481,0,Medium Risk,AI analysis not requested.,False
CLM-012486,28-05-2025,2025,5,ICICI Lombard,Gujarat,Private Car,8,21,Theft,Non-Network Garage,30739.17,0,10,0,4.2,6.2,0,-0.0151,1,Medium Risk,AI analysis not requested.,False
CLM-012487,29-05-2025,2025,5,ICICI Lombard,West Bengal,Two-Wheeler,2,33,Theft,Network Garage,368726.88,0,1,1,4.2,6.2,1,0.0388,0,Medium Risk,AI analysis not requested.,False
CLM-012488,29-05-2025,2025,5,Oriental Insurance,Karnataka,Commercial Vehicle,1,1,Collision,Cash Settlement,71666.86,0,4,0,4.2,6.2,0,-0.0205,1,Medium Risk,AI analysis not requested.,False
CLM-012489,30-05-2025,2025,5,Bajaj Allianz,Bihar,Commercial Vehicle,4,55,Collision,Non-Network Garage,163474.62,0,24,1,4.2,6.2,0,0.0177,0,Medium Risk,AI analysis not requested.,False
CLM-012490,30-05-2025,2025,5,Bajaj Allianz,Madhya Pradesh,Two-Wheeler,3,45,Theft,Non-Network Garage,44779.32,0,0,0,4.2,6.2,0,0.0392,0,Medium Risk,AI analysis not requested.,False
CLM-012491,31-05-2025,2025,5,ICICI Lombard,Punjab,Private Car,7,21,Theft,Non-Network Garage,49995.4,0,0,0,4.2,6.2,0,0.0111,0,Medium Risk,AI analysis not requested.,False
CLM-012492,31-05-2025,2025,5,National Insurance,Gujarat,Private Car,1,51,Collision,Network Garage,109098.96,1,4,1,4.2,6.2,0,0.0375,0,Medium Risk,AI analysis not requested.,False
CLM-012493,31-05-2025,2025,5,HDFC ERGO,Odisha,Private Car,1,56,Collision,Network Garage,85393.26,1,20,1,4.2,6.2,0,0.0375,0,Medium Risk,AI analysis not requested.,False
CLM-012494,31-05-2025,2025,5,United India Insurance,Maharashtra,Two-Wheeler,2,45,Fire,Non-Network Garage,123629.15,1,0,1,4.2,6.2,0,0.0134,0,Medium Risk,AI analysis not requested.,False
CLM-012495,31-05-2025,2025,5,Tata AIG,Assam,Private Car,1,23,Theft,Network Garage,74194.28,0,26,0,4.2,6.2,0,0.0132,0,Medium Risk,AI analysis not requested.,False
CLM-012496,31-05-2025,2025,5,SBI General,Maharashtra,Two-Wheeler,2,29,Collision,Network Garage,57834.18,1,1,0,4.2,6.2,0,0.0272,0,Medium Risk,AI analysis not requested.,False
CLM-012497,01-06-2025,2025,6,Reliance General,Tamil Nadu,Two-Wheeler,10,21,Collision,Non-Network Garage,222844.42,0,3,1,4.2,6.2,0,-0.0011,1,Medium Risk,AI analysis not requested.,False
CLM-012498,01-06-2025,2025,6,HDFC ERGO,Maharashtra,Two-Wheeler,2,29,Theft,Non-Network Garage,22845.84,3,2,0,4.2,6.2,0,-0.0096,1,Medium Risk,AI analysis not requested.,False
CLM-012499,01-06-2025,2025,6,Reliance General,Karnataka,Private Car,4,17,Collision,Cash Settlement,60125.13,2,0,0,4.2,6.2,0,0.0314,0,Medium Risk,AI analysis not requested.,False
CLM-012500,01-06-2025,2025,6,Oriental Insurance,Madhya Pradesh,Private Car,4,49,Fire,Cash Settlement,19632.3,0,7,0,4.2,6.2,0,0.0361,0,Medium Risk,AI analysis not requested.,False
CLM-012501,01-06-2025,2025,6,United India Insurance,Jharkhand,Two-Wheeler,4,24,Collision,Cash Settlement,83446.96,0,9,1,4.2,6.2,0,-0.0153,1,Medium Risk,AI analysis not requested.,False
CLM-012502,01-06-2025,2025,6,National Insurance,Rajasthan,Private Car,1,7,Fire,Network Garage,5046.24,1,0,0,4.2,6.2,0,0.0052,0,Medium Risk,AI analysis not requested.,False
CLM-012503,01-06-2025,2025,6,New India Assurance,Uttar Pradesh,Two-Wheeler,1,53,Natural Disaster,Cash Settlement,350386.68,0,12,1,4.2,6.2,1,0.0232,0,Medium Risk,AI analysis not requested.,False
CLM-012504,02-06-2025,2025,6,Tata AIG,Maharashtra,Private Car,2,9,Collision,Network Garage,88152.12,0,1,1,4.2,6.2,0,0.0085,0,Medium Risk,AI analysis not requested.,False
CLM-012505,02-06-2025,2025,6,New India Assurance,Karnataka,Private Car,4,15,Collision,Network Garage,30872.76,0,8,0,4.2,6.2,1,0.0024,0,Medium Risk,AI analysis not requested.,False
CLM-012506,02-06-2025,2025,6,SBI General,Gujarat,Private Car,5,23,Collision,Network Garage,184058.07,0,2,1,4.2,6.2,0,0.015,0,Medium Risk,AI analysis not requested.,False
CLM-012507,02-06-2025,2025,6,Oriental Insurance,Uttar Pradesh,Private Car,1,11,Collision,Network Garage,171352.47,0,4,1,4.2,6.2,0,0.0397,0,Medium Risk,AI analysis not requested.,False
CLM-012508,03-06-2025,2025,6,Tata AIG,Telangana,Private Car,1,48,Collision,Non-Network Garage,92928.77,0,2,1,4.2,6.2,0,0.0385,0,Medium Risk,AI analysis not requested.,False
CLM-012509,03-06-2025,2025,6,SBI General,Bihar,Two-Wheeler,2,47,Natural Disaster,Network Garage,92782.62,1,11,1,4.2,6.2,0,0.0426,0,Medium Risk,AI analysis not requested.,False
CLM-012510,03-06-2025,2025,6,Reliance General,Maharashtra,Private Car,7,19,Theft,Network Garage,62364.15,0,0,0,4.2,6.2,0,0.0064,0,Medium Risk,AI analysis not requested.,False
CLM-012511,03-06-2025,2025,6,National Insurance,Uttar Pradesh,Commercial Vehicle,1,30,Fire,Network Garage,451983.85,1,0,1,4.2,6.2,1,0.0343,0,Medium Risk,AI analysis not requested.,False
CLM-012512,03-06-2025,2025,6,New India Assurance,Uttar Pradesh,Private Car,7,54,Collision,Network Garage,171210.3,0,6,1,4.2,6.2,0,0.0468,0,Medium Risk,AI analysis not requested.,False
CLM-012513,03-06-2025,2025,6,SBI General,Odisha,Private Car,2,15,Collision,Non-Network Garage,145106.74,0,1,1,4.2,6.2,0,0.0226,0,Medium Risk,AI analysis not requested.,False
CLM-012514,03-06-2025,2025,6,United India Insurance,Bihar,Private Car,0,37,Collision,Network Garage,55374.51,0,15,0,4.2,6.2,0,-0.0056,1,Medium Risk,AI analysis not requested.,False
CLM-012515,03-06-2025,2025,6,ICICI Lombard,Haryana,Two-Wheeler,20,40,Collision,Network Garage,753848.53,0,4,1,4.2,6.2,1,0.006,0,Medium Risk,AI analysis not requested.,False
CLM-012516,04-06-2025,2025,6,United India Insurance,West Bengal,Commercial Vehicle,3,24,Theft,Network Garage,95773.83,1,0,1,4.2,6.2,0,-0.0178,1,Medium Risk,AI analysis not requested.,False
CLM-012517,04-06-2025,2025,6,Tata AIG,Uttar Pradesh,Private Car,5,59,Natural Disaster,Non-Network Garage,100628.4,0,7,1,4.2,6.2,0,-0.0185,1,Medium Risk,AI analysis not requested.,False
CLM-012518,04-06-2025,2025,6,Reliance General,Maharashtra,Private Car,6,6,Fire,Network Garage,100270.69,0,4,1,4.2,6.2,0,-0.0242,1,Medium Risk,AI analysis not requested.,False
CLM-012519,04-06-2025,2025,6,Oriental Insurance,Gujarat,Two-Wheeler,1,19,Theft,Network Garage,599781.04,0,11,1,4.2,6.2,1,-0.0131,1,Medium Risk,AI analysis not requested.,False
CLM-012520,04-06-2025,2025,6,ICICI Lombard,Maharashtra,Private Car,10,42,Collision,Non-Network Garage,84874.87,0,10,1,4.2,6.2,0,-0.0091,1,Medium Risk,AI analysis not requested.,False
CLM-012521,04-06-2025,2025,6,HDFC ERGO,West Bengal,Two-Wheeler,7,42,Collision,Non-Network Garage,79333.22,0,1,1,4.2,6.2,0,-0.0144,1,Medium Risk,AI analysis not requested.,False
CLM-012522,05-06-2025,2025,6,Reliance General,Telangana,Two-Wheeler,1,21,Collision,Network Garage,200221.5,0,2,1,4.2,6.2,0,-0.0095,1,Medium Risk,AI analysis not requested.,False
CLM-012523,05-06-2025,2025,6,Tata AIG,Maharashtra,Two-Wheeler,3,23,Collision,Non-Network Garage,51805.98,1,0,0,4.2,6.2,0,-0.0247,1,Medium Risk,AI analysis not requested.,False
CLM-012524,05-06-2025,2025,6,United India Insurance,Tamil Nadu,Two-Wheeler,1,29,Collision,Network Garage,62101.22,0,6,0,4.2,6.2,0,-0.0208,1,Medium Risk,AI analysis not requested.,False
CLM-012525,05-06-2025,2025,6,Oriental Insurance,Delhi,Private Car,0,27,Collision,Network Garage,79663.85,1,0,1,4.2,6.2,0,-0.0076,1,Medium Risk,AI analysis not requested.,False
CLM-012526,05-06-2025,2025,6,Reliance General,Gujarat,Two-Wheeler,8,51,Theft,Cash Settlement,87857.56,0,2,1,4.2,6.2,0,-0.0163,1,Medium Risk,AI analysis not requested.,False
CLM-012527,05-06-2025,2025,6,ICICI Lombard,Uttar Pradesh,Private Car,10,29,Collision,Network Garage,235255.6,0,0,1,4.2,6.2,0,-0.0103,1,Medium Risk,AI analysis not requested.,False
CLM-012528,05-06-2025,2025,6,Oriental Insurance,West Bengal,Private Car,7,32,Collision,Network Garage,56471.18,0,6,0,4.2,6.2,0,-0.0232,1,Medium Risk,AI analysis not requested.,False
CLM-012529,06-06-2025,2025,6,United India Insurance,Maharashtra,Private Car,6,46,Collision,Network Garage,171337.28,0,3,1,4.2,6.2,0,0.0241,0,Medium Risk,AI analysis not requested.,False
CLM-012530,06-06-2025,2025,6,Tata AIG,Maharashtra,Private Car,7,16,Fire,Cash Settlement,22766.66,1,2,0,4.2,6.2,0,0.0086,0,Medium Risk,AI analysis not requested.,False
CLM-012531,06-06-2025,2025,6,United India Insurance,West Bengal,Private Car,3,8,Collision,Network Garage,27928.86,0,2,0,4.2,6.2,0,0.0104,0,Medium Risk,AI analysis not requested.,False
CLM-012532,06-06-2025,2025,6,National Insurance,West Bengal,Two-Wheeler,6,9,Collision,Network Garage,139414.07,0,4,1,4.2,6.2,0,-0.0015,1,Medium Risk,AI analysis not requested.,False
CLM-012533,07-06-2025,2025,6,Oriental Insurance,Telangana,Private Car,4,1,Collision,Non-Network Garage,108852.91,0,3,1,4.2,6.2,1,-0.0128,1,Medium Risk,AI analysis not requested.,False
CLM-012534,07-06-2025,2025,6,HDFC ERGO,Delhi,Private Car,14,59,Collision,Non-Network Garage,61310.93,0,3,0,4.2,6.2,0,0.0379,0,Medium Risk,AI analysis not requested.,False
CLM-012535,07-06-2025,2025,6,Oriental Insurance,Uttar Pradesh,Two-Wheeler,5,10,Collision,Non-Network Garage,186328.62,0,2,1,4.2,6.2,0,0.0362,0,Medium Risk,AI analysis not requested.,False
CLM-012536,07-06-2025,2025,6,Tata AIG,Gujarat,Private Car,20,22,Theft,Non-Network Garage,30115.92,0,9,0,4.2,6.2,0,0.0193,0,Medium Risk,AI analysis not requested.,False
CLM-012537,07-06-2025,2025,6,SBI General,Delhi,Private Car,3,22,Collision,Network Garage,171166.19,1,18,1,4.2,6.2,0,0.0303,0,Medium Risk,AI analysis not requested.,False
CLM-012538,07-06-2025,2025,6,Tata AIG,Rajasthan,Commercial Vehicle,5,48,Theft,Network Garage,47667.73,0,1,0,4.2,6.2,0,0.035,0,Medium Risk,AI analysis not requested.,False
CLM-012539,07-06-2025,2025,6,Reliance General,Punjab,Two-Wheeler,4,20,Collision,Network Garage,45300.28,1,6,0,4.2,6.2,0,0.0065,0,Medium Risk,AI analysis not requested.,False
CLM-012540,08-06-2025,2025,6,Tata AIG,Assam,Private Car,0,52,Collision,Network Garage,92814.17,1,1,1,4.2,6.2,0,0.016,0,Medium Risk,AI analysis not requested.,False
CLM-012541,08-06-2025,2025,6,HDFC ERGO,Uttar Pradesh,Private Car,9,22,Vandalism,Network Garage,63129.35,0,17,0,4.2,6.2,0,0.0242,0,Medium Risk,AI analysis not requested.,False
CLM-012542,08-06-2025,2025,6,Reliance General,Uttar Pradesh,Two-Wheeler,5,11,Theft,Cash Settlement,63503.58,2,22,0,4.2,6.2,0,0.0199,0,Medium Risk,AI analysis not requested.,False
CLM-012543,09-06-2025,2025,6,United India Insurance,Madhya Pradesh,Private Car,0,15,Natural Disaster,Network Garage,73710.9,0,26,0,4.2,6.2,0,0.0321,0,Medium Risk,AI analysis not requested.,False
CLM-012544,09-06-2025,2025,6,ICICI Lombard,Uttar Pradesh,Private Car,2,23,Natural Disaster,Network Garage,63817.44,2,10,0,4.2,6.2,0,0.0437,0,Medium Risk,AI analysis not requested.,False
CLM-012545,09-06-2025,2025,6,National Insurance,Rajasthan,Two-Wheeler,5,51,Natural Disaster,Non-Network Garage,53951.81,0,3,0,4.2,6.2,0,0.0201,0,Medium Risk,AI analysis not requested.,False
CLM-012546,10-06-2025,2025,6,National Insurance,Telangana,Private Car,4,11,Fire,Network Garage,36340.15,1,4,0,4.2,6.2,0,0.0063,0,Medium Risk,AI analysis not requested.,False
CLM-012547,10-06-2025,2025,6,Tata AIG,Uttar Pradesh,Two-Wheeler,5,38,Theft,Network Garage,179756.51,0,6,1,4.2,6.2,0,0.026,0,Medium Risk,AI analysis not requested.,False
CLM-012548,10-06-2025,2025,6,Oriental Insurance,Delhi,Commercial Vehicle,20,18,Theft,Cash Settlement,202659.89,1,14,1,4.2,6.2,1,-0.0212,1,Medium Risk,AI analysis not requested.,False
CLM-012549,10-06-2025,2025,6,Tata AIG,Maharashtra,Two-Wheeler,5,56,Collision,Network Garage,19786.77,0,6,0,4.2,6.2,0,0.0037,0,Medium Risk,AI analysis not requested.,False
CLM-012550,10-06-2025,2025,6,National Insurance,Telangana,Two-Wheeler,0,59,Collision,Network Garage,187299.72,1,4,1,4.2,6.2,0,-0.0024,1,Medium Risk,AI analysis not requested.,False
CLM-012551,11-06-2025,2025,6,New India Assurance,Punjab,Commercial Vehicle,0,10,Theft,Non-Network Garage,63216.68,0,10,0,4.2,6.2,0,-0.0059,1,Medium Risk,AI analysis not requested.,False
CLM-012552,11-06-2025,2025,6,Oriental Insurance,Maharashtra,Commercial Vehicle,0,31,Fire,Network Garage,174825.66,0,0,1,4.2,6.2,0,0.0486,0,Medium Risk,AI analysis not requested.,False
CLM-012553,11-06-2025,2025,6,Tata AIG,Uttar Pradesh,Private Car,18,5,Collision,Network Garage,59174.87,0,20,0,4.2,6.2,0,0.0077,0,Medium Risk,AI analysis not requested.,False
CLM-012554,11-06-2025,2025,6,ICICI Lombard,Gujarat,Private Car,0,17,Collision,Non-Network Garage,132987.17,0,9,1,4.2,6.2,0,0.0246,0,Medium Risk,AI analysis not requested.,False
CLM-012555,11-06-2025,2025,6,National Insurance,Maharashtra,Commercial Vehicle,2,48,Collision,Non-Network Garage,38733.61,0,1,0,4.2,6.2,0,0.0283,0,Medium Risk,AI analysis not requested.,False
CLM-012556,11-06-2025,2025,6,SBI General,Haryana,Two-Wheeler,5,19,Collision,Network Garage,79263.88,0,11,1,4.2,6.2,0,0.0494,0,Medium Risk,AI analysis not requested.,False
CLM-012557,12-06-2025,2025,6,Bajaj Allianz,West Bengal,Commercial Vehicle,10,40,Theft,Non-Network Garage,174055.38,0,5,1,4.2,6.2,0,0.0391,0,Medium Risk,AI analysis not requested.,False
CLM-012558,12-06-2025,2025,6,SBI General,Tamil Nadu,Two-Wheeler,3,39,Natural Disaster,Network Garage,65744.31,1,0,0,4.2,6.2,0,0.0192,0,Medium Risk,AI analysis not requested.,False
CLM-012559,12-06-2025,2025,6,National Insurance,Maharashtra,Two-Wheeler,7,19,Theft,Network Garage,71874.52,0,7,0,4.2,6.2,0,0.008,0,Medium Risk,AI analysis not requested.,False
CLM-012560,12-06-2025,2025,6,Reliance General,Telangana,Private Car,0,28,Theft,Cash Settlement,405575.04,0,5,1,4.2,6.2,1,-0.0188,1,Medium Risk,AI analysis not requested.,False
CLM-012561,13-06-2025,2025,6,Tata AIG,Andhra Pradesh,Private Car,4,30,Collision,Network Garage,102687.64,0,3,1,4.2,6.2,0,-0.001,1,Medium Risk,AI analysis not requested.,False
CLM-012562,13-06-2025,2025,6,Reliance General,Delhi,Private Car,2,12,Collision,Non-Network Garage,105676.25,1,3,1,4.2,6.2,0,0.0406,0,Medium Risk,AI analysis not requested.,False
CLM-012563,13-06-2025,2025,6,SBI General,Telangana,Private Car,5,29,Theft,Non-Network Garage,64745.25,1,1,0,4.2,6.2,0,0.0398,0,Medium Risk,AI analysis not requested.,False
CLM-012564,13-06-2025,2025,6,New India Assurance,Rajasthan,Private Car,0,3,Collision,Network Garage,1438072.9,0,0,1,4.2,6.2,1,0.0234,0,Medium Risk,AI analysis not requested.,False
CLM-012565,14-06-2025,2025,6,HDFC ERGO,Gujarat,Two-Wheeler,6,47,Fire,Network Garage,163933.74,0,17,1,4.2,6.2,0,0.0418,0,Medium Risk,AI analysis not requested.,False
CLM-012566,14-06-2025,2025,6,National Insurance,Uttar Pradesh,Two-Wheeler,0,31,Collision,Network Garage,69179.94,0,5,0,4.2,6.2,0,-0.0005,1,Medium Risk,AI analysis not requested.,False
CLM-012567,15-06-2025,2025,6,United India Insurance,Madhya Pradesh,Private Car,8,37,Vandalism,Cash Settlement,38669.16,1,5,0,4.2,6.2,0,0.0201,0,Medium Risk,AI analysis not requested.,False
CLM-012568,15-06-2025,2025,6,Bajaj Allianz,Telangana,Private Car,8,1,Collision,Network Garage,142971.31,0,6,1,4.2,6.2,0,0.0457,0,Medium Risk,AI analysis not requested.,False
CLM-012569,15-06-2025,2025,6,ICICI Lombard,Kerala,Two-Wheeler,4,42,Collision,Non-Network Garage,16544.76,0,4,0,4.2,6.2,0,0.0119,0,Medium Risk,AI analysis not requested.,False
CLM-012570,15-06-2025,2025,6,Reliance General,Haryana,Private Car,5,26,Fire,Network Garage,43017.69,0,1,0,4.2,6.2,0,0.0461,0,Medium Risk,AI analysis not requested.,False
CLM-012571,15-06-2025,2025,6,United India Insurance,Kerala,Private Car,1,43,Collision,Non-Network Garage,66977.67,0,2,0,4.2,6.2,0,-0.0078,1,Medium Risk,AI analysis not requested.,False
CLM-012572,15-06-2025,2025,6,New India Assurance,Andhra Pradesh,Two-Wheeler,5,39,Collision,Cash Settlement,86769.1,1,15,1,4.2,6.2,0,-0.0175,1,Medium Risk,AI analysis not requested.,False
CLM-012573,16-06-2025,2025,6,Bajaj Allianz,Maharashtra,Commercial Vehicle,1,46,Collision,Network Garage,44136.54,0,4,0,4.2,6.2,0,0.0226,0,Medium Risk,AI analysis not requested.,False
CLM-012574,16-06-2025,2025,6,SBI General,Telangana,Private Car,5,4,Vandalism,Network Garage,404701.66,0,4,1,4.2,6.2,1,0.0493,0,Medium Risk,AI analysis not requested.,False
CLM-012575,16-06-2025,2025,6,SBI General,Uttar Pradesh,Private Car,2,32,Collision,Network Garage,51952.77,0,24,0,4.2,6.2,0,0.0301,0,Medium Risk,AI analysis not requested.,False
CLM-012576,16-06-2025,2025,6,HDFC ERGO,Karnataka,Two-Wheeler,15,41,Collision,Non-Network Garage,91163.61,0,1,1,4.2,6.2,0,-0.0187,1,Medium Risk,AI analysis not requested.,False
CLM-012577,16-06-2025,2025,6,Oriental Insurance,Bihar,Private Car,6,27,Fire,Cash Settlement,339682.52,0,11,1,4.2,6.2,1,0.0298,0,Medium Risk,AI analysis not requested.,False
CLM-012578,16-06-2025,2025,6,National Insurance,Maharashtra,Private Car,0,7,Collision,Non-Network Garage,93003.38,1,0,1,4.2,6.2,0,0.0412,0,Medium Risk,AI analysis not requested.,False
CLM-012579,16-06-2025,2025,6,Reliance General,Tamil Nadu,Two-Wheeler,2,43,Vandalism,Network Garage,153434.42,0,1,1,4.2,6.2,0,0.0278,0,Medium Risk,AI analysis not requested.,False
CLM-012580,17-06-2025,2025,6,Oriental Insurance,Maharashtra,Private Car,2,52,Theft,Network Garage,85530.6,0,1,1,4.2,6.2,0,0.0176,0,Medium Risk,AI analysis not requested.,False
CLM-012581,17-06-2025,2025,6,National Insurance,Uttar Pradesh,Private Car,3,54,Collision,Cash Settlement,76101.93,2,3,1,4.2,6.2,0,0.0425,0,Medium Risk,AI analysis not requested.,False
CLM-012582,17-06-2025,2025,6,Tata AIG,West Bengal,Two-Wheeler,7,44,Collision,Non-Network Garage,175266.19,2,7,1,4.2,6.2,0,0.0292,0,Medium Risk,AI analysis not requested.,False
CLM-012583,17-06-2025,2025,6,Bajaj Allianz,Tamil Nadu,Two-Wheeler,0,16,Theft,Network Garage,19643.49,0,5,0,4.2,6.2,0,0.0101,0,Medium Risk,AI analysis not requested.,False
CLM-012584,17-06-2025,2025,6,HDFC ERGO,Uttar Pradesh,Private Car,3,38,Collision,Network Garage,145740.27,1,0,1,4.2,6.2,0,0.0118,0,Medium Risk,AI analysis not requested.,False
CLM-012585,18-06-2025,2025,6,Oriental Insurance,Tamil Nadu,Private Car,1,50,Theft,Network Garage,46685.06,0,11,0,4.2,6.2,0,0.0336,0,Medium Risk,AI analysis not requested.,False
CLM-012586,18-06-2025,2025,6,Tata AIG,Bihar,Two-Wheeler,0,12,Theft,Non-Network Garage,115025.24,0,21,1,4.2,6.2,0,0.0329,0,Medium Risk,AI analysis not requested.,False
CLM-012587,18-06-2025,2025,6,ICICI Lombard,Gujarat,Two-Wheeler,0,23,Natural Disaster,Network Garage,144538.56,0,7,1,4.2,6.2,0,0.0383,0,Medium Risk,AI analysis not requested.,False
CLM-012588,19-06-2025,2025,6,ICICI Lombard,Delhi,Two-Wheeler,0,41,Theft,Network Garage,10197.33,0,0,0,4.2,6.2,0,-0.0146,1,Medium Risk,AI analysis not requested.,False
CLM-012589,19-06-2025,2025,6,Tata AIG,Telangana,Private Car,1,23,Collision,Cash Settlement,50900.59,0,2,0,4.2,6.2,0,0.0125,0,Medium Risk,AI analysis not requested.,False
CLM-012590,19-06-2025,2025,6,National Insurance,Maharashtra,Two-Wheeler,5,8,Vandalism,Cash Settlement,32902.14,0,1,0,4.2,6.2,0,0.0382,0,Medium Risk,AI analysis not requested.,False
